rank,score,address,neighborhood,supervisor_district,nov_count,last_nov_date,units,year_built,assessed_improvement_value,block,lot,parcel_number,lat,lng
721,22.21,708 Central Av,Lone Mountain/USF,2,1,2020-01-13,18,1900,2606606,1176,019,1176019,37.77627564,-122.444612974
722,22.21,775 Geary St,Tenderloin,5,1,2019-02-22,36,1923,4673733,0319,022,0319022,37.786088825,-122.415949418
723,22.2,278 San Carlos St,Mission,9,1,2020-11-18,2,1910,599790,3596,049,3596049,37.758931352,-122.420069888
724,22.2,2750 San Bruno Av,Portola,9,2,2018-03-15,9,1978,727058,6048,036,6048036,37.726824654,-122.403638799
725,22.18,361 Grove St,Hayes Valley,5,1,2021-01-11,6,1908,76980,0809,015,0809015,37.777640129,-122.42248219
726,22.18,280 Ofarrell St,Tenderloin,3,2,2018-03-08,24,1911,422219,0315,015,0315015,37.78644303,-122.4093033
727,22.04,957 Mission St,South of Market,6,1,2018-03-19,265,1916,1916531,3725,088,3725088,37.781553105,-122.407365231
728,22.02,545 Ofarrell St,Tenderloin,5,1,2018-12-04,79,1910,4137872,0323,023,0323023,37.785423789,-122.413657697
729,21.96,74 06th St,South of Market,6,1,2019-03-26,3,1907,4942854,3703,028,3703028,37.781047609,-122.409359146
730,21.78,1609 Anza St,Inner Richmond,1,1,2020-09-21,4,1926,596621,1550,001A,1550001A,37.778855173,-122.465526157
731,21.78,1450 Divisadero St,Western Addition,5,1,2019-10-31,140,1963,0,1099,031,1099031,37.783005259,-122.438499578
732,21.76,875 Waller St,Haight Ashbury,8,2,2018-02-07,5,1961,685279,1258,024,1258024,37.769919077,-122.438295869
733,21.75,1440 Clay St,Russian Hill,3,1,2020-02-04,15,1914,2076670,0216,009,0216009,37.793184201,-122.416808505
734,21.74,1375 07th Av,Inner Sunset,7,2,2018-03-13,3,1916,447974,1762,016,1762016,37.762740779,-122.464405147
735,21.71,1699 Oak St,Haight Ashbury,5,1,2020-03-30,7,1900,1798112,1223,017A,1223017A,37.771656572,-122.447097728
736,21.7,148 Appleton Av,Bernal Heights,9,1,2019-12-26,118,1940,0,5714,001,5714001,37.737713876,-122.422223877
737,21.69,314 Anzavista Av,Lone Mountain/USF,2,2,2018-03-13,8,1952,291043,1104,014,1104014,37.781101963,-122.445337993
738,21.61,24 Ringold St,South of Market,6,1,2020-11-12,4,1907,37500,3756,020,3756020,37.774312917,-122.41009602
739,21.5,1508 Alabama St,Bernal Heights,9,1,2020-09-24,2,1931,356920,5504,001A,5504001A,37.748055279,-122.410755451
740,21.44,2448 Great Hy,Sunset/Parkside,4,1,2020-06-19,20,1904,627251,2378,035,2378035,37.740797567,-122.506350975
741,21.4,656 Pacific Av,Chinatown,3,1,2019-12-26,14,1911,2066990,0162,009,0162009,37.797225174,-122.406525653
742,21.37,1482 South Van Ness Av,Mission,9,2,2018-02-22,2,1900,264542,6527,012,6527012,37.7494507,-122.41632339
743,21.36,946 Geary St,Tenderloin,3,1,2020-06-23,10,1916,753620,0693,010,0693010,37.786263853,-122.418871303
744,21.24,37 States St,Castro/Upper Market,8,1,2019-03-05,34,1961,3725643,2623,086,2623086,37.763033438,-122.436007741
745,21.15,50 Lupine Av,Presidio Heights,2,1,2019-12-12,30,1951,1582456,1058,001,1058001,37.784177954,-122.448317794
746,21.14,318 Baker St,Hayes Valley,5,1,2019-12-23,12,1905,1891952,1205,021,1205021,37.773975738,-122.440640255
747,21.11,20 Naglee Av,Outer Mission,11,2,2018-02-06,2,1959,142670,7066,029,7066029,37.712019297,-122.446283107
748,21.01,967 Haight St,Haight Ashbury,5,2,2018-01-19,9,1900,29863,1240,027,1240027,37.770851351,-122.438086952
749,20.96,735 Burnett Av,Twin Peaks,8,1,2019-11-21,24,1968,1696185,2826,095,2826095,37.750652694,-122.4452465
750,20.95,2160 Fell St,Lone Mountain/USF,5,1,2019-11-04,12,1926,2092497,1213,003C,1213003C,37.772331914,-122.453485868
751,20.89,2084 Mission St,Mission,9,1,2020-01-15,60,1906,391869,3569,015,3569015,37.763744388,-122.419862981
752,20.82,1725 Fulton St,Lone Mountain/USF,5,1,2019-11-05,24,1927,1690193,1186,009L,1186009L,37.775683483,-122.44524024
753,20.79,454 Page St,Hayes Valley,5,1,2020-05-22,3,1900,615500,0841,009,0841009,37.773601046,-122.428276583
754,20.76,1960 Pierce St,Pacific Heights,2,1,2020-01-28,9,1912,1333834,0655,023,0655023,37.788273728,-122.436921466
755,20.69,570 Ofarrell St,Tenderloin,5,1,2019-10-30,2,1907,2108329,0318,012,0318012,37.785934926,-122.414151476
756,20.63,14 Balboa St,Inner Richmond,1,1,2020-05-01,2,1908,648184,1544,023,1544023,37.777708079,-122.459023041
757,20.57,779 Crescent Av,Bernal Heights,9,1,2020-06-11,3,1912,256473,5740,013,5740013,37.734951228,-122.414418726
758,20.42,44 Mcallister St,Tenderloin,5,1,2018-02-13,217,1923,1738476,0349,004,0349004,37.781328909,-122.412787129
759,20.37,587 Burnett Av,Twin Peaks,8,1,2019-12-02,12,1962,1329529,2799,043,2799043,37.751859149,-122.444035928
760,20.31,819 Lombard St,Russian Hill,3,1,2019-12-18,6,1907,1286833,0073,022,0073022,37.802286239,-122.415055904
761,20.24,332 Castro St,Castro/Upper Market,8,1,2020-03-04,5,1927,656184,2622,006,2622006,37.763613979,-122.435587129
762,20.22,920 Leavenworth St,Nob Hill,3,1,2018-05-03,24,1912,5325808,0276,017,0276017,37.789575974,-122.415221453
763,20.21,433 Upper Tr,Haight Ashbury,8,1,2019-04-09,8,1977,3075928,2629A,055,2629A055,37.763680295,-122.445613377
764,20.21,1740 Sacramento St,Nob Hill,3,1,2019-08-26,12,1909,1929797,0622,008,0622008,37.791680193,-122.421609342
765,20.2,258 Church St,Castro/Upper Market,8,1,2020-02-04,4,1908,859138,3543,004,3543004,37.766503794,-122.429210643
766,20.2,1450 Clay St,Russian Hill,3,1,2020-01-06,23,1910,651002,0216,010,0216010,37.793168324,-122.41693288
767,20.15,155 Haight St,Hayes Valley,8,1,2018-10-03,33,1963,3881729,0856,019,0856019,37.772544546,-122.424748989
768,20.11,3317 Mission St,Bernal Heights,9,1,2020-02-18,18,1965,351724,5615,070,5615070,37.74366319,-122.420404321
769,20.09,1039 Page St,Haight Ashbury,5,1,2020-02-13,6,1906,640401,1237,030A,1237030A,37.771828205,-122.437926429
770,19.94,432 Lyon St,Lone Mountain/USF,5,1,2020-01-03,3,1900,879589,1199,019,1199019,37.774835163,-122.442534426
771,19.92,2401 24th St,Mission,10,1,2020-02-05,4,1978,593775,4262,030,4262030,37.752939823,-122.403559161
772,19.9,745 Greenwich St,North Beach,3,1,2020-02-06,12,1907,386377,0090,027,0090027,37.801751836,-122.411850942
773,19.78,2280 Pacific Av,Pacific Heights,2,1,2018-05-31,24,1928,4696407,0580,011,0580011,37.793878327,-122.432770707
774,19.75,1511 Golden Gate Av,Western Addition,5,1,2019-11-12,9,1900,960894,0776,026,0776026,37.778786686,-122.435800648
775,19.74,800 26th Av,Outer Richmond,1,1,2019-10-01,12,1927,1210414,1668,035,1668035,37.774148921,-122.485205151
776,19.72,1330 Valencia St,Mission,8,1,2020-02-12,4,1906,345759,6514,007,6514007,37.751365067,-122.420888094
777,19.69,563 03rd Av,Inner Richmond,1,1,2019-12-11,5,1907,779990,1546,013,1546013,37.778065015,-122.461168252
778,19.66,31 Joice St,Nob Hill,3,1,2020-03-04,4,1918,134298,0256,020,0256020,37.791604368,-122.408435109
779,19.63,4142 25th St,Noe Valley,8,1,2020-02-06,3,1885,328521,6538,012,6538012,37.750012187,-122.432747447
780,19.63,134 28th St,Noe Valley,8,1,2020-01-27,4,1950,390150,6600,012,6600012,37.745623817,-122.425452843
781,19.58,795 Burnett Av,Twin Peaks,8,1,2019-07-09,12,1959,1698584,2826,081,2826081,37.749826775,-122.444805903
782,19.57,4902 03rd St,Bayview Hunters Point,10,1,2020-02-26,3,1927,123752,5327,001,5327001,37.734009186,-122.391274659
783,19.56,4245 Judah St,Sunset/Parkside,4,1,2019-11-06,9,1959,830877,1806,042,1806042,37.76010098,-122.507644349
784,19.55,540 Cole St,Haight Ashbury,5,1,2019-07-24,7,1911,1664640,1230,018,1230018,37.770017097,-122.449908407
785,19.48,528 27th St,Noe Valley,8,1,2019-12-04,12,1969,474976,6581,053,6581053,37.746829854,-122.432107895
786,19.48,785 Burnett Av,Twin Peaks,8,1,2019-07-09,12,1960,1599873,2826,082,2826082,37.749957882,-122.444951348
787,19.44,967 Capp St,Mission,9,1,2019-12-02,13,1906,433080,6518,018,6518018,37.75129047,-122.416949496
788,19.41,2239 Judah St,Sunset/Parkside,4,1,2020-02-14,2,1924,86866,1826,038,1826038,37.761044857,-122.486258952
789,19.37,2819 Folsom St,Mission,9,1,2020-02-03,3,1908,111625,6521,037,6521037,37.752171207,-122.413811164
790,19.32,186 Wool St,Bernal Heights,9,1,2019-12-12,6,1964,400683,5666,033,5666033,37.739400064,-122.41727004
791,19.29,708 Oak St,Hayes Valley,5,1,2019-10-02,10,1910,825696,0827,007,0827007,37.774161404,-122.431175475
792,19.26,155 Hyde St,Tenderloin,5,1,2018-09-05,44,1927,3014533,0346,001,0346001,37.782350341,-122.415874921
793,19.19,601 Leavenworth St,Tenderloin,3,1,2019-08-26,37,1924,401106,0303,003,0303003,37.786664247,-122.415094902
794,19.18,848 Cole St,Haight Ashbury,8,1,2019-11-14,2,1900,570701,1268,028,1268028,37.766136076,-122.449723326
795,19.16,65 Iris Av,Presidio Heights,2,1,2019-12-02,4,1948,366447,1042,011,1042011,37.784688837,-122.452235214
796,19.11,326 Pierce St,Haight Ashbury,5,1,2019-04-05,6,1911,2112283,0844,018,0844018,37.77302286,-122.433695867
797,19.09,647 Clay St,Chinatown,3,1,2019-07-18,22,1912,937033,0227,044,0227044,37.794421828,-122.403867589
798,18.99,2049 Leavenworth St,Russian Hill,3,1,2019-08-20,4,1918,999496,0097,002,0097002,37.80010554,-122.417781563
799,18.97,615 Leavenworth St,Tenderloin,3,1,2019-05-23,34,1922,987223,0303,002A,0303002A,37.786787395,-122.415220748
800,18.94,3871 California St,Presidio Heights,2,1,2019-10-21,2,1920,526344,1040,037,1040037,37.785491103,-122.458548488
801,18.93,3040 26th St,Mission,9,1,2019-12-03,4,1900,142670,4272,021,4272021,37.749726371,-122.410489724
802,18.93,1733 Mcallister St,Western Addition,2,1,2019-10-01,8,1914,535874,1178,026,1178026,37.77722308,-122.440603349
803,18.86,70 Belcher St,Castro/Upper Market,8,1,2019-08-15,5,1906,893648,3537,069,3537069,37.768105919,-122.430443996
804,18.79,518 Bryant St,South of Market,6,1,2019-09-16,7,1919,542296,3762,011,3762011,37.781074043,-122.396547785
805,18.78,55 30th St,Bernal Heights,9,1,2019-09-05,3,1907,707338,6660,044,6660044,37.742111433,-122.423091721
806,18.78,3858 24th St,Noe Valley,8,1,2019-08-30,6,1906,684949,3652,045,3652045,37.751812808,-122.428880857
807,18.68,65 Guerrero St,Mission,8,1,2019-05-08,11,1900,1340808,3502,107,3502107,37.769961063,-122.424365934
808,18.65,3365 Cesar Chavez St,Bernal Heights,9,1,2019-05-03,18,1927,1193125,5501,057,5501057,37.747766922,-122.417365891
809,18.64,130 South Park,Financial District/South Beach,6,1,2019-07-29,5,1913,816000,3775,062,3775062,37.781542416,-122.39462117
810,18.62,389 Guerrero St,Mission,9,1,2019-06-20,10,1926,981437,3555,027,3555027,37.765012715,-122.423918164
811,18.62,221 07th St,South of Market,6,1,2019-05-28,2,1907,1338621,3731,041,3731041,37.777846811,-122.408794325
812,18.61,3387 22nd St,Mission,9,1,2019-10-01,3,1900,349953,3633,020,3633020,37.75494846,-122.422800648
813,18.58,1387 Hampshire St,Mission,9,1,2019-06-26,4,1925,1035301,4276,004A,4276004A,37.750250414,-122.406795177
814,18.58,3536 17th St,Mission,8,1,2019-10-23,5,1910,102326,3567,017,3567017,37.763408884,-122.424874149
815,18.57,1025 Bush St,Nob Hill,3,1,2019-04-10,9,1915,1502308,0281,019,0281019,37.789234292,-122.414117591
816,18.54,797 Corbett Av,Twin Peaks,8,1,2019-07-26,7,1950,699975,2763,025,2763025,37.75391622,-122.442704205
817,18.46,1188 Folsom St,South of Market,6,1,2019-05-17,3,1914,1249895,3730,027,3730027,37.775472175,-122.410050028
818,18.46,3669 16th St,Castro/Upper Market,8,1,2019-07-29,24,1905,213800,3562,028,3562028,37.763858001,-122.434575009
819,18.43,2821 25th St,Mission,9,1,2019-08-30,4,1908,394048,4276,013,4276013,37.751115196,-122.40662144
820,18.4,1360 Clayton St,Castro/Upper Market,8,1,2019-09-06,3,1908,338828,2660,017,2660017,37.759423297,-122.446265942
821,18.39,226 06th St,South of Market,6,1,2019-08-20,4,1907,435904,3731,003,3731003,37.7791591,-122.406826478
822,18.31,137 Palm Av,Presidio Heights,2,1,2019-08-09,5,1917,421934,1061,009,1061009,37.782891181,-122.458194625
823,18.3,472 22nd Av,Outer Richmond,1,1,2019-09-30,2,1927,85300,1523,029,1523029,37.778869262,-122.481091578
824,18.27,2454 15th St,Castro/Upper Market,8,1,2019-06-25,6,1907,702911,2612,024,2612024,37.766254639,-122.437703469
825,18.26,440 South Van Ness Av,Mission,9,1,2019-07-24,6,1910,474346,3553,003,3553003,37.766192286,-122.417944083
826,18.26,765 Burnett Av,Twin Peaks,8,1,2019-07-10,12,1960,444333,2826,084,2826084,37.750239653,-122.44523543
827,18.24,2046 Grove St,Lone Mountain/USF,5,1,2019-05-31,2,1925,955086,1189,002H,1189002H,37.774639418,-122.450353783
828,18.2,3558 20th St,Mission,9,1,2019-08-20,4,1907,253472,3596,053,3596053,37.758765092,-122.420285052
829,18.1,3719 Market St,Twin Peaks,8,1,2019-07-10,3,1958,494504,2764,020,2764020,37.754298219,-122.441613928
830,18.06,755 Clay St,Chinatown,3,1,2019-04-25,20,1929,656064,0226,043,0226043,37.794188112,-122.405691759
831,18.06,1298 Treat Av,Mission,9,1,2018-10-29,7,1900,2303681,6524,019,6524019,37.749544881,-122.412922705
